"region";"boligtype";"kvartal";"statistikkvariabel";"07221: Prisindeks for brukte boliger, etter region, boligtype, kvartal og statistikkvariabel"
"TOTAL Hele landet";"00 Alle boligtyper";"2025K2";"Prisindeks for brukte boliger, sesongjustert";150,5
"TOTAL Hele landet";"00 Alle boligtyper";"2025K3";"Prisindeks for brukte boliger";153,2
"TOTAL Hele landet";"00 Alle boligtyper";"2025K3";"Prisindeks for brukte boliger, sesongjustert";152,5
"TOTAL Hele landet";"01 Eneboliger";"1992K1";"Prisindeks for brukte boliger";23
"TOTAL Hele landet";"01 Eneboliger";"1992K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1992K2";"Prisindeks for brukte boliger";23,2
"TOTAL Hele landet";"01 Eneboliger";"1992K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1992K3";"Prisindeks for brukte boliger";23,4
"TOTAL Hele landet";"01 Eneboliger";"1992K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1992K4";"Prisindeks for brukte boliger";22,9
"TOTAL Hele landet";"01 Eneboliger";"1992K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1993K1";"Prisindeks for brukte boliger";21,8
"TOTAL Hele landet";"01 Eneboliger";"1993K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1993K2";"Prisindeks for brukte boliger";23,1
"TOTAL Hele landet";"01 Eneboliger";"1993K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1993K3";"Prisindeks for brukte boliger";24
"TOTAL Hele landet";"01 Eneboliger";"1993K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1993K4";"Prisindeks for brukte boliger";24,3
"TOTAL Hele landet";"01 Eneboliger";"1993K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1994K1";"Prisindeks for brukte boliger";24,7
"TOTAL Hele landet";"01 Eneboliger";"1994K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1994K2";"Prisindeks for brukte boliger";25,2
"TOTAL Hele landet";"01 Eneboliger";"1994K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1994K3";"Prisindeks for brukte boliger";26,3
"TOTAL Hele landet";"01 Eneboliger";"1994K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1994K4";"Prisindeks for brukte boliger";26,7
"TOTAL Hele landet";"01 Eneboliger";"1994K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1995K1";"Prisindeks for brukte boliger";26,8
"TOTAL Hele landet";"01 Eneboliger";"1995K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1995K2";"Prisindeks for brukte boliger";27,9
"TOTAL Hele landet";"01 Eneboliger";"1995K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1995K3";"Prisindeks for brukte boliger";28,5
"TOTAL Hele landet";"01 Eneboliger";"1995K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1995K4";"Prisindeks for brukte boliger";28,2
"TOTAL Hele landet";"01 Eneboliger";"1995K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1996K1";"Prisindeks for brukte boliger";28,6
"TOTAL Hele landet";"01 Eneboliger";"1996K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1996K2";"Prisindeks for brukte boliger";29,8
"TOTAL Hele landet";"01 Eneboliger";"1996K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1996K3";"Prisindeks for brukte boliger";30,5
"TOTAL Hele landet";"01 Eneboliger";"1996K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1996K4";"Prisindeks for brukte boliger";31
"TOTAL Hele landet";"01 Eneboliger";"1996K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1997K1";"Prisindeks for brukte boliger";30,7
"TOTAL Hele landet";"01 Eneboliger";"1997K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1997K2";"Prisindeks for brukte boliger";33,1
"TOTAL Hele landet";"01 Eneboliger";"1997K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1997K3";"Prisindeks for brukte boliger";33,4
"TOTAL Hele landet";"01 Eneboliger";"1997K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1997K4";"Prisindeks for brukte boliger";33,5
"TOTAL Hele landet";"01 Eneboliger";"1997K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1998K1";"Prisindeks for brukte boliger";33,7
"TOTAL Hele landet";"01 Eneboliger";"1998K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1998K2";"Prisindeks for brukte boliger";36
"TOTAL Hele landet";"01 Eneboliger";"1998K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1998K3";"Prisindeks for brukte boliger";35,9
"TOTAL Hele landet";"01 Eneboliger";"1998K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1998K4";"Prisindeks for brukte boliger";34,9
"TOTAL Hele landet";"01 Eneboliger";"1998K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1999K1";"Prisindeks for brukte boliger";35,7
"TOTAL Hele landet";"01 Eneboliger";"1999K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1999K2";"Prisindeks for brukte boliger";38,2
"TOTAL Hele landet";"01 Eneboliger";"1999K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1999K3";"Prisindeks for brukte boliger";38,2
"TOTAL Hele landet";"01 Eneboliger";"1999K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"1999K4";"Prisindeks for brukte boliger";39,2
"TOTAL Hele landet";"01 Eneboliger";"1999K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2000K1";"Prisindeks for brukte boliger";40,3
"TOTAL Hele landet";"01 Eneboliger";"2000K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2000K2";"Prisindeks for brukte boliger";43,6
"TOTAL Hele landet";"01 Eneboliger";"2000K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2000K3";"Prisindeks for brukte boliger";42,3
"TOTAL Hele landet";"01 Eneboliger";"2000K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2000K4";"Prisindeks for brukte boliger";42,9
"TOTAL Hele landet";"01 Eneboliger";"2000K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2001K1";"Prisindeks for brukte boliger";43,7
"TOTAL Hele landet";"01 Eneboliger";"2001K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2001K2";"Prisindeks for brukte boliger";46,2
"TOTAL Hele landet";"01 Eneboliger";"2001K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2001K3";"Prisindeks for brukte boliger";45,9
"TOTAL Hele landet";"01 Eneboliger";"2001K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2001K4";"Prisindeks for brukte boliger";45,4
"TOTAL Hele landet";"01 Eneboliger";"2001K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2002K1";"Prisindeks for brukte boliger";46,3
"TOTAL Hele landet";"01 Eneboliger";"2002K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2002K2";"Prisindeks for brukte boliger";48,4
"TOTAL Hele landet";"01 Eneboliger";"2002K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2002K3";"Prisindeks for brukte boliger";45,8
"TOTAL Hele landet";"01 Eneboliger";"2002K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2002K4";"Prisindeks for brukte boliger";45,8
"TOTAL Hele landet";"01 Eneboliger";"2002K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2003K1";"Prisindeks for brukte boliger";47,2
"TOTAL Hele landet";"01 Eneboliger";"2003K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2003K2";"Prisindeks for brukte boliger";47,7
"TOTAL Hele landet";"01 Eneboliger";"2003K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2003K3";"Prisindeks for brukte boliger";47,2
"TOTAL Hele landet";"01 Eneboliger";"2003K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2003K4";"Prisindeks for brukte boliger";47,3
"TOTAL Hele landet";"01 Eneboliger";"2003K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2004K1";"Prisindeks for brukte boliger";51,5
"TOTAL Hele landet";"01 Eneboliger";"2004K1";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2004K2";"Prisindeks for brukte boliger";52,2
"TOTAL Hele landet";"01 Eneboliger";"2004K2";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2004K3";"Prisindeks for brukte boliger";51,9
"TOTAL Hele landet";"01 Eneboliger";"2004K3";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2004K4";"Prisindeks for brukte boliger";52,2
"TOTAL Hele landet";"01 Eneboliger";"2004K4";"Prisindeks for brukte boliger, sesongjustert";..
"TOTAL Hele landet";"01 Eneboliger";"2005K1";"Prisindeks for brukte boliger";54,3
"TOTAL Hele landet";"01 Eneboliger";"2005K1";"Prisindeks for brukte boliger, sesongjustert";54,3
"TOTAL Hele landet";"01 Eneboliger";"2005K2";"Prisindeks for brukte boliger";56,5
"TOTAL Hele landet";"01 Eneboliger";"2005K2";"Prisindeks for brukte boliger, sesongjustert";55,2
"TOTAL Hele landet";"01 Eneboliger";"2005K3";"Prisindeks for brukte boliger";56,6
"TOTAL Hele landet";"01 Eneboliger";"2005K3";"Prisindeks for brukte boliger, sesongjustert";56,4
"TOTAL Hele landet";"01 Eneboliger";"2005K4";"Prisindeks for brukte boliger";56,2
"TOTAL Hele landet";"01 Eneboliger";"2005K4";"Prisindeks for brukte boliger, sesongjustert";57,7
"TOTAL Hele landet";"01 Eneboliger";"2006K1";"Prisindeks for brukte boliger";59,6
"TOTAL Hele landet";"01 Eneboliger";"2006K1";"Prisindeks for brukte boliger, sesongjustert";59,6
"TOTAL Hele landet";"01 Eneboliger";"2006K2";"Prisindeks for brukte boliger";62,8
"TOTAL Hele landet";"01 Eneboliger";"2006K2";"Prisindeks for brukte boliger, sesongjustert";61,3
"TOTAL Hele landet";"01 Eneboliger";"2006K3";"Prisindeks for brukte boliger";64,2
"TOTAL Hele landet";"01 Eneboliger";"2006K3";"Prisindeks for brukte boliger, sesongjustert";64
"TOTAL Hele landet";"01 Eneboliger";"2006K4";"Prisindeks for brukte boliger";64,8
"TOTAL Hele landet";"01 Eneboliger";"2006K4";"Prisindeks for brukte boliger, sesongjustert";66,6
"TOTAL Hele landet";"01 Eneboliger";"2007K1";"Prisindeks for brukte boliger";68,9
"TOTAL Hele landet";"01 Eneboliger";"2007K1";"Prisindeks for brukte boliger, sesongjustert";68,9
"TOTAL Hele landet";"01 Eneboliger";"2007K2";"Prisindeks for brukte boliger";72,6
"TOTAL Hele landet";"01 Eneboliger";"2007K2";"Prisindeks for brukte boliger, sesongjustert";70,8
"TOTAL Hele landet";"01 Eneboliger";"2007K3";"Prisindeks for brukte boliger";72,2
"TOTAL Hele landet";"01 Eneboliger";"2007K3";"Prisindeks for brukte boliger, sesongjustert";72,1
"TOTAL Hele landet";"01 Eneboliger";"2007K4";"Prisindeks for brukte boliger";71
"TOTAL Hele landet";"01 Eneboliger";"2007K4";"Prisindeks for brukte boliger, sesongjustert";72,9
"TOTAL Hele landet";"01 Eneboliger";"2008K1";"Prisindeks for brukte boliger";73,1
"TOTAL Hele landet";"01 Eneboliger";"2008K1";"Prisindeks for brukte boliger, sesongjustert";73,2
"TOTAL Hele landet";"01 Eneboliger";"2008K2";"Prisindeks for brukte boliger";74,8
"TOTAL Hele landet";"01 Eneboliger";"2008K2";"Prisindeks for brukte boliger, sesongjustert";73
"TOTAL Hele landet";"01 Eneboliger";"2008K3";"Prisindeks for brukte boliger";72
"TOTAL Hele landet";"01 Eneboliger";"2008K3";"Prisindeks for brukte boliger, sesongjustert";71,9
"TOTAL Hele landet";"01 Eneboliger";"2008K4";"Prisindeks for brukte boliger";67,2
"TOTAL Hele landet";"01 Eneboliger";"2008K4";"Prisindeks for brukte boliger, sesongjustert";69
"TOTAL Hele landet";"01 Eneboliger";"2009K1";"Prisindeks for brukte boliger";69,5
"TOTAL Hele landet";"01 Eneboliger";"2009K1";"Prisindeks for brukte boliger, sesongjustert";69,6
"TOTAL Hele landet";"01 Eneboliger";"2009K2";"Prisindeks for brukte boliger";73,4
"TOTAL Hele landet";"01 Eneboliger";"2009K2";"Prisindeks for brukte boliger, sesongjustert";71,6
"TOTAL Hele landet";"01 Eneboliger";"2009K3";"Prisindeks for brukte boliger";74
"TOTAL Hele landet";"01 Eneboliger";"2009K3";"Prisindeks for brukte boliger, sesongjustert";73,9
"TOTAL Hele landet";"01 Eneboliger";"2009K4";"Prisindeks for brukte boliger";73,8
"TOTAL Hele landet";"01 Eneboliger";"2009K4";"Prisindeks for brukte boliger, sesongjustert";75,6
"TOTAL Hele landet";"01 Eneboliger";"2010K1";"Prisindeks for brukte boliger";76,7
"TOTAL Hele landet";"01 Eneboliger";"2010K1";"Prisindeks for brukte boliger, sesongjustert";76,9
"TOTAL Hele landet";"01 Eneboliger";"2010K2";"Prisindeks for brukte boliger";80,2
"TOTAL Hele landet";"01 Eneboliger";"2010K2";"Prisindeks for brukte boliger, sesongjustert";78,2
"TOTAL Hele landet";"01 Eneboliger";"2010K3";"Prisindeks for brukte boliger";78,8
"TOTAL Hele landet";"01 Eneboliger";"2010K3";"Prisindeks for brukte boliger, sesongjustert";78,7
"TOTAL Hele landet";"01 Eneboliger";"2010K4";"Prisindeks for brukte boliger";78,5
"TOTAL Hele landet";"01 Eneboliger";"2010K4";"Prisindeks for brukte boliger, sesongjustert";80,4
"TOTAL Hele landet";"01 Eneboliger";"2011K1";"Prisindeks for brukte boliger";82,4
"TOTAL Hele landet";"01 Eneboliger";"2011K1";"Prisindeks for brukte boliger, sesongjustert";82,7
"TOTAL Hele landet";"01 Eneboliger";"2011K2";"Prisindeks for brukte boliger";85,4
"TOTAL Hele landet";"01 Eneboliger";"2011K2";"Prisindeks for brukte boliger, sesongjustert";83,3
"TOTAL Hele landet";"01 Eneboliger";"2011K3";"Prisindeks for brukte boliger";84,8
"TOTAL Hele landet";"01 Eneboliger";"2011K3";"Prisindeks for brukte boliger, sesongjustert";84,7
"TOTAL Hele landet";"01 Eneboliger";"2011K4";"Prisindeks for brukte boliger";84,1
"TOTAL Hele landet";"01 Eneboliger";"2011K4";"Prisindeks for brukte boliger, sesongjustert";86,1
"TOTAL Hele landet";"01 Eneboliger";"2012K1";"Prisindeks for brukte boliger";86,9
"TOTAL Hele landet";"01 Eneboliger";"2012K1";"Prisindeks for brukte boliger, sesongjustert";87,3
"TOTAL Hele landet";"01 Eneboliger";"2012K2";"Prisindeks for brukte boliger";90,3
"TOTAL Hele landet";"01 Eneboliger";"2012K2";"Prisindeks for brukte boliger, sesongjustert";88,1
"TOTAL Hele landet";"01 Eneboliger";"2012K3";"Prisindeks for brukte boliger";90,2
"TOTAL Hele landet";"01 Eneboliger";"2012K3";"Prisindeks for brukte boliger, sesongjustert";90
"TOTAL Hele landet";"01 Eneboliger";"2012K4";"Prisindeks for brukte boliger";89,1
"TOTAL Hele landet";"01 Eneboliger";"2012K4";"Prisindeks for brukte boliger, sesongjustert";91,2
"TOTAL Hele landet";"01 Eneboliger";"2013K1";"Prisindeks for brukte boliger";91,8
"TOTAL Hele landet";"01 Eneboliger";"2013K1";"Prisindeks for brukte boliger, sesongjustert";92,2
"TOTAL Hele landet";"01 Eneboliger";"2013K2";"Prisindeks for brukte boliger";95,4
"TOTAL Hele landet";"01 Eneboliger";"2013K2";"Prisindeks for brukte boliger, sesongjustert";93
"TOTAL Hele landet";"01 Eneboliger";"2013K3";"Prisindeks for brukte boliger";93
"TOTAL Hele landet";"01 Eneboliger";"2013K3";"Prisindeks for brukte boliger, sesongjustert";92,7
"TOTAL Hele landet";"01 Eneboliger";"2013K4";"Prisindeks for brukte boliger";90,4
"TOTAL Hele landet";"01 Eneboliger";"2013K4";"Prisindeks for brukte boliger, sesongjustert";92,6
"TOTAL Hele landet";"01 Eneboliger";"2014K1";"Prisindeks for brukte boliger";92,6
"TOTAL Hele landet";"01 Eneboliger";"2014K1";"Prisindeks for brukte boliger, sesongjustert";93
"TOTAL Hele landet";"01 Eneboliger";"2014K2";"Prisindeks for brukte boliger";97
"TOTAL Hele landet";"01 Eneboliger";"2014K2";"Prisindeks for brukte boliger, sesongjustert";94,7
"TOTAL Hele landet";"01 Eneboliger";"2014K3";"Prisindeks for brukte boliger";96,4
"TOTAL Hele landet";"01 Eneboliger";"2014K3";"Prisindeks for brukte boliger, sesongjustert";96
"TOTAL Hele landet";"01 Eneboliger";"2014K4";"Prisindeks for brukte boliger";95,5
"TOTAL Hele landet";"01 Eneboliger";"2014K4";"Prisindeks for brukte boliger, sesongjustert";97,8
"TOTAL Hele landet";"01 Eneboliger";"2015K1";"Prisindeks for brukte boliger";98,1
"TOTAL Hele landet";"01 Eneboliger";"2015K1";"Prisindeks for brukte boliger, sesongjustert";98,6
"TOTAL Hele landet";"01 Eneboliger";"2015K2";"Prisindeks for brukte boliger";102,1
"TOTAL Hele landet";"01 Eneboliger";"2015K2";"Prisindeks for brukte boliger, sesongjustert";99,6
"TOTAL Hele landet";"01 Eneboliger";"2015K3";"Prisindeks for brukte boliger";101,3
"TOTAL Hele landet";"01 Eneboliger";"2015K3";"Prisindeks for brukte boliger, sesongjustert";100,8
"TOTAL Hele landet";"01 Eneboliger";"2015K4";"Prisindeks for brukte boliger";98,5
"TOTAL Hele landet";"01 Eneboliger";"2015K4";"Prisindeks for brukte boliger, sesongjustert";101
"TOTAL Hele landet";"01 Eneboliger";"2016K1";"Prisindeks for brukte boliger";102,2
"TOTAL Hele landet";"01 Eneboliger";"2016K1";"Prisindeks for brukte boliger, sesongjustert";102,6
"TOTAL Hele landet";"01 Eneboliger";"2016K2";"Prisindeks for brukte boliger";106,5
"TOTAL Hele landet";"01 Eneboliger";"2016K2";"Prisindeks for brukte boliger, sesongjustert";103,9
"TOTAL Hele landet";"01 Eneboliger";"2016K3";"Prisindeks for brukte boliger";106,9
"TOTAL Hele landet";"01 Eneboliger";"2016K3";"Prisindeks for brukte boliger, sesongjustert";106,4
"TOTAL Hele landet";"01 Eneboliger";"2016K4";"Prisindeks for brukte boliger";106
"TOTAL Hele landet";"01 Eneboliger";"2016K4";"Prisindeks for brukte boliger, sesongjustert";108,7
"TOTAL Hele landet";"01 Eneboliger";"2017K1";"Prisindeks for brukte boliger";109,8
"TOTAL Hele landet";"01 Eneboliger";"2017K1";"Prisindeks for brukte boliger, sesongjustert";110,3
"TOTAL Hele landet";"01 Eneboliger";"2017K2";"Prisindeks for brukte boliger";112,4
"TOTAL Hele landet";"01 Eneboliger";"2017K2";"Prisindeks for brukte boliger, sesongjustert";109,7
"TOTAL Hele landet";"01 Eneboliger";"2017K3";"Prisindeks for brukte boliger";110
"TOTAL Hele landet";"01 Eneboliger";"2017K3";"Prisindeks for brukte boliger, sesongjustert";109,4
"TOTAL Hele landet";"01 Eneboliger";"2017K4";"Prisindeks for brukte boliger";108,3
"TOTAL Hele landet";"01 Eneboliger";"2017K4";"Prisindeks for brukte boliger, sesongjustert";111,1
"TOTAL Hele landet";"01 Eneboliger";"2018K1";"Prisindeks for brukte boliger";110,2
"TOTAL Hele landet";"01 Eneboliger";"2018K1";"Prisindeks for brukte boliger, sesongjustert";110,8
"TOTAL Hele landet";"01 Eneboliger";"2018K2";"Prisindeks for brukte boliger";115,2
"TOTAL Hele landet";"01 Eneboliger";"2018K2";"Prisindeks for brukte boliger, sesongjustert";112,3
"TOTAL Hele landet";"01 Eneboliger";"2018K3";"Prisindeks for brukte boliger";113
"TOTAL Hele landet";"01 Eneboliger";"2018K3";"Prisindeks for brukte boliger, sesongjustert";112,4
"TOTAL Hele landet";"01 Eneboliger";"2018K4";"Prisindeks for brukte boliger";109,8
"TOTAL Hele landet";"01 Eneboliger";"2018K4";"Prisindeks for brukte boliger, sesongjustert";112,7
"TOTAL Hele landet";"01 Eneboliger";"2019K1";"Prisindeks for brukte boliger";113,2
"TOTAL Hele landet";"01 Eneboliger";"2019K1";"Prisindeks for brukte boliger, sesongjustert";114
"TOTAL Hele landet";"01 Eneboliger";"2019K2";"Prisindeks for brukte boliger";117,3
